,date,plant_block,block,plot_id,plant,leaf,sca,plant_stage,honeeydew,lady_beetles,lacewings/eggs,mummies,syrphid_fly,mpb,time,parasitoid_wasp,wasp,bird_cherry_oat_aphid,spider,leafhopper,green_bug,minute_pirate_bug,flower_beetle,grasshopper,midge,bee,flea_beetle,cucumber_beetle,robber_fly,moth,damage,lacewings,aphid_mummies,other_pred,emergence,predators,blister_beetle,flour_beetle,aphid_shed,thrip,white_fly,damsel_bug,tarantula_hawk,cricket,stink_bug,long_legged_fly,scavenger_beetle,fungus_beetle,ant,bean_beetle,spittle_bug,tortoise_beetle,greenbug,thrips_greenbug,flower_beetle_greenbug,x_p,x_bcoa,
43,2016-08-25,E,2,201E,2,2,3.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2016-08-25,E,2,201E,3,1,0.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2016-08-25,E,2,201E,3,2,0.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2016-08-25,E,2,201E,4,1,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2016-08-25,E,2,201E,4,2,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2016-08-25,E,2,201E,5,1,2.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2016-08-25,E,2,201E,5,2,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2016-08-25,E,2,201E,6,1,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2016-08-25,E,2,201E,6,2,1.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2016-08-25,E,2,201E,7,1,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2016-08-25,E,2,201E,7,2,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2016-08-25,E,2,201E,8,1,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2016-08-25,E,2,201E,8,2,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2016-08-25,E,2,201E,9,1,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2016-08-25,E,2,201E,9,2,0.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2016-08-25,E,2,201E,10,1,20.0,h,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2016-08-25,E,2,201E,10,2,50.0,h,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2016-08-25,E,2,202E,1,1,50.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2016-08-25,E,2,202E,1,2,50.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2016-08-25,E,2,202E,2,1,500.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2016-08-25,E,2,202E,2,2,800.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2016-08-25,E,2,202E,3,1,1000.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2016-08-25,E,2,202E,3,2,1000.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2016-08-25,E,2,202E,4,1,400.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2016-08-25,E,2,202E,4,2,1200.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2016-08-25,E,2,202E,5,1,20.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2016-08-25,E,2,202E,5,2,50.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2016-08-25,E,2,202E,6,1,100.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2016-08-25,E,2,202E,6,2,1000.0,g,y,1.0,2.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2016-08-25,E,2,202E,7,1,100.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2016-08-25,E,2,202E,7,2,100.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2016-08-25,E,2,202E,8,1,20.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2016-08-25,E,2,202E,8,2,10.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2016-08-25,E,2,202E,9,1,2000.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2016-08-25,E,2,202E,9,2,1000.0,g,y,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2016-08-25,E,2,202E,10,1,5.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2016-08-25,E,2,202E,10,2,20.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2016-08-25,E,3,301E,1,1,3.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2016-08-25,E,3,301E,1,2,2.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2016-08-25,E,3,301E,2,1,3.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2016-08-25,E,3,301E,2,2,3.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2016-08-25,E,3,301E,3,1,10.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2016-08-25,E,3,301E,3,2,10.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2016-08-25,E,3,301E,4,1,1.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2016-08-25,E,3,301E,4,2,0.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2016-08-25,E,3,301E,5,1,1.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2016-08-25,E,3,301E,5,2,4.0,g,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2016-08-25,E,3,301E,6,1,0.0,bl,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2016-08-25,E,3,301E,6,2,0.0,bl,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2016-08-25,E,3,301E,7,1,3.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2016-08-25,E,3,301E,7,2,0.0,m,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2016-08-25,E,3,301E,8,1,0.0,bl,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2016-08-25,E,3,301E,8,2,0.0,bl,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2016-08-25,E,3,301E,9,1,1.0,bl,n,1.0,1.0,1.0,1.0,,238,1.0,,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
