,date,initials,plant_date,block,plot_id,seed_variety,seed_trtmt,spray_trtmt,rep,plant,leaf,plant_stage,honey-dew,sca,greenbug,bird_cherry_oat,english_grain_aphid,aphid_mummies,parasitoid_wasp,lacewing_eggs,lacewing_larvae,brown_lacewing_,green_lacewing,lb_eggs,lb_larvae,ashy_gray_lb,asian_lb,convergent_lb,dusky_lb,spotted_lb,sinuate_lb,7_spotted_lb,mpb,syrphid_fly_larvae,syrphid_fly,spider,time,long_legged_fly,predatory_thrip,lacewing_eggs.1,thrip,,corn_leaf_aphid,pred_thrip,aphid,mite,assassin,cut_worm
45,2017-09-01,,E,2.0,201E,R,N,SP,1.0,3.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
46,2017-09-01,,E,2.0,201E,R,N,SP,1.0,4.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
47,2017-09-01,,E,2.0,201E,R,N,SP,1.0,4.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
48,2017-09-01,,E,2.0,201E,R,N,SP,1.0,5.0,1.0,9.0,0,3.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
49,2017-09-01,,E,2.0,201E,R,N,SP,1.0,5.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
50,2017-09-01,,E,2.0,202E,R,N,SP,2.0,1.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
51,2017-09-01,,E,2.0,202E,R,N,SP,2.0,1.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
52,2017-09-01,,E,2.0,202E,R,N,SP,2.0,2.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
53,2017-09-01,,E,2.0,202E,R,N,SP,2.0,2.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
54,2017-09-01,,E,2.0,202E,R,N,SP,2.0,3.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
55,2017-09-01,,E,2.0,202E,R,N,SP,2.0,3.0,2.0,9.0,0,4.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
56,2017-09-01,,E,2.0,202E,R,N,SP,2.0,4.0,1.0,9.0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
57,2017-09-01,,E,2.0,202E,R,N,SP,2.0,4.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
58,2017-09-01,,E,2.0,202E,R,N,SP,2.0,5.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
59,2017-09-01,,E,2.0,202E,R,N,SP,2.0,5.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
60,2017-09-01,,E,2.0,203E,R,N,USP,1.0,1.0,1.0,9.0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
61,2017-09-01,,E,2.0,203E,R,N,USP,1.0,1.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
62,2017-09-01,,E,2.0,203E,R,N,USP,1.0,2.0,1.0,9.0,0,15.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
63,2017-09-01,,E,2.0,203E,R,N,USP,1.0,2.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
64,2017-09-01,,E,2.0,203E,R,N,USP,1.0,3.0,1.0,9.0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
65,2017-09-01,,E,2.0,203E,R,N,USP,1.0,3.0,2.0,9.0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
66,2017-09-01,,E,2.0,203E,R,N,USP,1.0,4.0,1.0,9.0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
67,2017-09-01,,E,2.0,203E,R,N,USP,1.0,4.0,2.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
68,2017-09-01,,E,2.0,203E,R,N,USP,1.0,5.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
69,2017-09-01,,E,2.0,203E,R,N,USP,1.0,5.0,2.0,9.0,0,25.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
70,2017-09-01,,E,2.0,204E,R,N,USP,2.0,1.0,1.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
71,2017-09-01,,E,2.0,204E,R,N,USP,2.0,1.0,2.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
72,2017-09-01,,E,2.0,204E,R,N,USP,2.0,2.0,1.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
73,2017-09-01,,E,2.0,204E,R,N,USP,2.0,2.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
74,2017-09-01,,E,2.0,204E,R,N,USP,2.0,3.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
75,2017-09-01,,E,2.0,204E,R,N,USP,2.0,3.0,2.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
76,2017-09-01,,E,2.0,204E,R,N,USP,2.0,4.0,1.0,9.0,0,7.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
77,2017-09-01,,E,2.0,204E,R,N,USP,2.0,4.0,2.0,9.0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
78,2017-09-01,,E,2.0,204E,R,N,USP,2.0,5.0,1.0,7.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
79,2017-09-01,,E,2.0,204E,R,N,USP,2.0,5.0,2.0,7.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
80,2017-09-01,,E,3.0,301E,S,N,SP,1.0,1.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
81,2017-09-01,,E,3.0,301E,S,N,SP,1.0,1.0,2.0,9.0,0,0.0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
82,2017-09-01,,E,3.0,301E,S,N,SP,1.0,2.0,1.0,9.0,0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
83,2017-09-01,,E,3.0,301E,S,N,SP,1.0,2.0,2.0,9.0,0,3.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
84,2017-09-01,,E,3.0,301E,S,N,SP,1.0,3.0,1.0,9.0,0,6.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
85,2017-09-01,,E,3.0,301E,S,N,SP,1.0,3.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
86,2017-09-01,,E,3.0,301E,S,N,SP,1.0,4.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
87,2017-09-01,,E,3.0,301E,S,N,SP,1.0,4.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
88,2017-09-01,,E,3.0,301E,S,N,SP,1.0,5.0,1.0,9.0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
89,2017-09-01,,E,3.0,301E,S,N,SP,1.0,5.0,2.0,9.0,0,2.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
90,2017-09-01,,E,3.0,302E,S,N,SP,2.0,1.0,1.0,9.0,0,3.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
91,2017-09-01,,E,3.0,302E,S,N,SP,2.0,1.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
92,2017-09-01,,E,3.0,302E,S,N,SP,2.0,2.0,1.0,9.0,0,20.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
93,2017-09-01,,E,3.0,302E,S,N,SP,2.0,2.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
94,2017-09-01,,E,3.0,302E,S,N,SP,2.0,3.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
95,2017-09-01,,E,3.0,302E,S,N,SP,2.0,3.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
96,2017-09-01,,E,3.0,302E,S,N,SP,2.0,4.0,1.0,9.0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
97,2017-09-01,,E,3.0,302E,S,N,SP,2.0,4.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
98,2017-09-01,,E,3.0,302E,S,N,SP,2.0,5.0,1.0,9.0,0,60.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
99,2017-09-01,,E,3.0,302E,S,N,SP,2.0,5.0,2.0,9.0,0,2.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
100,2017-09-01,,E,3.0,303E,S,N,USP,1.0,1.0,1.0,9.0,0,25.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
101,2017-09-01,,E,3.0,303E,S,N,USP,1.0,1.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
102,2017-09-01,,E,3.0,303E,S,N,USP,1.0,2.0,1.0,9.0,0,8.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
103,2017-09-01,,E,3.0,303E,S,N,USP,1.0,2.0,2.0,9.0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
104,2017-09-01,,E,3.0,303E,S,N,USP,1.0,3.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
105,2017-09-01,,E,3.0,303E,S,N,USP,1.0,3.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
106,2017-09-01,,E,3.0,303E,S,N,USP,1.0,4.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
107,2017-09-01,,E,3.0,303E,S,N,USP,1.0,4.0,2.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
108,2017-09-01,,E,3.0,303E,S,N,USP,1.0,5.0,1.0,9.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,244,0,0,0.0,0,0,0,0,0,0,0,0
